date,article_sentiment,reader_sentiment,article_emotion_intensity,reader_emotion_intensity,open,high,low,close,volume,adjusted,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg,amihud_ratio,amihud_zscore,illiq,hl_spread,zero_return_flag,typical_price,vwap_proxy,vwap_cum,rolls_measure,dollar_volume,kyle_lambda_proxy,amihud_impact_proxy,turnover_ratio,shares_outstanding,rolls_measure_rolling,rolls_measure_strict,rolls_measure_window,rolls_measure_min_periods,volume_zero_flag,adjusted_close,daily_return
2024-02-13,0.0,-1.0,0.2625,0.321975,175.3200073,176.2299957,172.6199951,174.2599945,8397600.0,170.3654327,-0.012428491,0.1610878777318768,0.016225937,0.105066457346938,0.025608028,0.58341946,1.04e-09,0.193255456,4.119242,0.020696578444628,0,174.3699951,174.3699951,126.461735234781,1.2646135947446695,1463365729.8132,1.040980994569877e-09,5.973723329653136e-12,0.0030873529411764,2720000000.0,0.907354827394745,1.2646135947446695,252,126,0,170.3654327,-0.008703643691253427
2024-02-15,0.0,0.0,0.56934,0.4031166666666667,176.1499939,180.2100067,176.1499939,179.8699951,8723400.0,175.8500519,0.021579854,0.1183448132623473,0.02280778,0.0564538465047905,0.011326674,0.141475902,2.5e-09,2.374218249,4.957472,0.0227860185944786,0,178.74333190000002,178.74333190000002,126.50752761181872,1.2646135947446695,1569077915.25534,2.473789348189926e-09,1.3753207403016856e-11,0.0032071323529411,2720000000.0,0.8901324654043092,1.2646135947446695,252,126,0,175.8500519,0.021814383730457854
2024-02-16,-0.3333333333333333,-0.6666666666666666,0.2409083333333333,0.31750833333333334,179.6100006,179.9799957,178.1600037,179.0299988,8148100.0,175.0288391,-0.004680899,0.1193199293796086,0.010149409,0.0572630964065767,0.011326674,-0.003815688,5.73e-10,-0.496841151,4.854466,0.0101635785058862,0,179.05666606666668,179.05666606666668,126.53195681513937,1.2646135947446695,1458754333.2222798,5.744773628207803e-10,3.2088329702920174e-12,0.002995625,2720000000.0,0.922681845528187,1.2646135947446695,252,126,0,175.0288391,-0.004669960521063721
2024-02-21,0.0,0.0,0.24259999999999995,0.3972,179.9499969,180.9900055,178.5200043,180.8999939,7027900.0,176.8570557,0.000765156,0.1624895330588006,0.010236777,0.10898378081515,0.025608028,-0.141697899,9.26e-10,0.029186905,4.758264,0.0137409314493027,0,180.13666790000002,180.13666790000002,126.58263801326532,1.2646135947446695,1271347067.12981,9.232915949287835e-10,5.103878529919529e-12,0.0025837867647058,2720000000.0,0.9111316946727098,1.2646135947446695,252,126,0,176.8570557,0.006509899807999764
2024-02-22,0.0,0.0,0.23229999999999998,0.25556666666666666,181.8200073,183.4199982,181.2400055,183.0700073,9296500.0,178.9785614,0.011924219,0.1205343651029339,0.011948766,0.0571027413648023,0.011326674,0.102376988,1.29e-09,0.571423834,4.920326,0.0119563027361424,0,182.5766703333333,182.5766703333333,126.61229349615688,1.2646135947446695,1701910322.86445,1.282656806324961e-09,7.006373273493397e-12,0.0034178308823529,2720000000.0,0.8887021069140012,1.2646135947446695,252,126,0,178.9785614,0.011995595491528954
2024-02-23,0.5,0.5,0.38,0.27456250000000004,183.8099976,185.1999969,183.1900024,183.9900055,7105800.0,179.8779755,0.005012677,0.1200939046191312,0.010929823,0.056910911217556,0.011326674,-0.18327865,7.07e-10,-0.297143592,4.87133,0.0109123184875773,0,184.12666826666668,184.12666826666668,126.63556676531448,1.2646135947446695,1307396181.0819,7.054345745728842e-10,3.834091817410616e-12,0.0026124264705882,2720000000.0,0.9047997511218728,1.2646135947446695,252,126,0,179.8779755,0.005025261645666523
2024-02-26,0.6666666666666666,0.6666666666666666,0.459325,0.29231111111111113,183.75,184.4600067,182.4799957,183.3600006,7145400.0,179.2620544,-0.00342998,0.1208272365110163,0.010787017,0.0573433851405219,0.011326674,-0.146715746,4.79e-10,-0.636750586,4.752909,0.0107920149727454,0,183.43333433333336,183.43333433333336,126.6586687419363,1.2646135947446695,1310180548.28724,4.800263106334143e-10,2.6179445302282272e-12,0.0026269852941176,2720000000.0,0.900632107340644,1.2646135947446695,252,126,0,179.2620544,-0.0034241051373183895
2024-02-27,0.0,0.0,0.35509999999999997,0.26280000000000003,183.3099976,183.5399933,182.2400055,183.4499969,5717100.0,179.3500671,0.000478131,0.1629722101446781,0.012799929,0.1087140864349745,0.025608028,0.081435418,8.59e-11,-1.222607779,4.51298,0.0071080310802384,0,183.07666523333333,183.07666523333333,126.67702328020962,1.2646135947446695,1048801977.27699,8.585681551835721e-11,4.680120848688725e-13,0.002101875,2720000000.0,0.9077232294422996,1.2646135947446695,252,126,0,179.3500671,0.0004909722824195661
2024-02-29,0.0,1.0,0.832,0.46595,185.6600037,186.4299927,183.8500061,186.0599976,9643000.0,181.9017334,0.009070371,0.1203075140065765,0.013881344,0.0573433851405219,0.011326674,0.390595142,9.45e-10,0.05689481,4.572035,0.0139353279051593,0,185.44666546666667,185.44666546666667,126.7292891333631,1.2646135947446695,1794176556.8568,9.406171315980503e-10,5.055450627384349e-12,0.0035452205882352,2720000000.0,0.916002850261616,1.2646135947446695,252,126,0,181.9017334,0.009111631448885271
2024-03-01,0.0,0.0,0.22240833333333332,0.19640333333333335,185.6999969,186.4400024,185.1000061,185.2899933,6311800.0,181.1489258,-0.004147128,0.1208162742041439,0.007223895,0.0579698045200899,0.011326674,-0.125987821,6.56e-10,-0.37388616,4.530057,0.0072132005670662,0,185.6100006,185.6100006,126.75041092743687,1.2646135947446695,1169513379.71094,6.570436325612345e-10,3.546028691886377e-12,0.0023205147058823,2720000000.0,0.9200856735052216,1.2646135947446695,252,126,0,181.1489258,-0.00413854000140057
2024-03-05,0.5,1.0,0.4943166666666667,0.4980666666666667,186.3600006,189.3000031,186.3600006,188.5500031,6617800.0,184.3360748,0.009967354,0.11862671869356,0.015683777,0.053774730351708,0.011326674,-0.096397563,1.51e-09,0.904087016,4.844902,0.0156524648407758,0,188.07000226666665,188.07000226666665,126.79729551920784,1.2646135947446695,1247786210.51518,1.5061431291365711e-09,7.988030253904415e-12,0.0024330147058823,2720000000.0,0.8942379204449441,1.2646135947446695,252,126,0,184.3360748,0.010017193325422946
2024-03-08,0.0,0.0,0.13848333333333332,0.13836666666666667,188.4400024,190.4600067,187.9199982,188.2200012,6166800.0,184.0134583,0.001861343,0.1201009048104974,0.01348701,0.0567164711504629,0.011326674,-0.157418623,3.02e-10,-0.900525287,4.712129,0.0134257015017021,0,188.8666687,188.8666687,126.87234844416848,1.2646135947446695,1160715103.40016,3.0183287928909636e-10,1.6036174549184756e-12,0.0022672058823529,2720000000.0,0.9498489744032618,1.2646135947446695,252,126,0,184.0134583,0.0018630769529748292
2024-03-12,0.0,0.0,0.673975,0.27260416666666665,188.9499969,190.1600037,187.9100037,189.8399963,5708400.0,185.5972443,0.008198321,0.1200699526099158,0.011879934,0.0567164711504629,0.011326674,-0.172060451,1.44e-09,0.797460777,4.681072,0.011902557494435,0,189.30333456666668,189.30333456666668,126.91240217248078,1.2646135947446695,1083682634.87892,1.4361854460093895e-09,7.56524164560042e-12,0.0020986764705882,2720000000.0,0.825566099903708,1.2646135947446695,252,126,0,185.5972443,0.008232019418215497
2024-03-14,-0.6,-1.0,0.3994323333333333,0.357349,191.0299988,191.6300049,187.1000061,187.9700012,10310900.0,183.769043,-0.017978585,0.1233035012304728,0.023905007,0.0676337347622518,0.017733079,0.48343661,1.73e-09,1.223425051,5.026372,0.0239220482582775,0,188.90000406666664,188.90000406666664,126.97687677069024,1.2646135947446695,1938139885.37308,1.743648469095811e-09,9.27620608588798e-12,0.0037907720588235,2720000000.0,0.7010758639478815,1.2646135947446695,252,126,0,183.769043,-0.01781793475714899
2024-03-15,0.0,-1.0,0.2985,0.2495,186.4799957,190.9400024,186.4799957,190.3000031,17208100.0,186.0469666,0.012339507,0.1487254834832411,0.019464393,0.1046571367720331,0.025608028,0.225801256,7.2e-10,-0.277588983,4.967158,0.0236341832571272,0,189.2400004,189.2400004,127.03748804178528,1.2646135947446695,3274701483.34511,7.159059977568704e-10,3.761986264291713e-12,0.0063265073529411,2720000000.0,0.5569960857017323,1.2646135947446695,252,126,0,186.0469666,0.012395578508834992
2024-03-18,-0.3333333333333333,-0.3333333333333333,0.32377000000000006,0.438075,190.6300049,192.6999969,189.8899994,192.6600037,9013800.0,188.3542328,0.012325257,0.124434785959713,0.014662514,0.0676337347622518,0.017733079,-0.12907935,1.38e-09,0.69878018,5.110062,0.0146893412121346,0,191.75,191.75,127.0704690817036,1.2646135947446695,1736598741.3510602,1.367376356253744e-09,7.097354562408036e-12,0.0033138970588235,2720000000.0,0.1788670008694829,1.2646135947446695,252,126,0,188.3542328,0.012401525497379495
2024-03-19,1.0,1.0,0.5724,0.5085583333333333,192.7100067,193.9299927,192.3800049,193.7899933,8478700.0,189.4589691,0.005848072,0.1213612636576842,0.008020635,0.0635130633525684,0.017716484,-0.267771802,6.92e-10,-0.320153175,5.031724,0.008024580309231,0,193.36666363333333,193.36666363333333,127.1022362049534,1.2646135947446695,1643087216.19271,6.89736870039039e-10,3.5591975534633505e-12,0.003117169117647,2720000000.0,,1.2646135947446695,252,126,0,189.4589691,0.005865205594678846
2024-03-20,-0.3333333333333333,-0.3333333333333333,0.32207777777777774,0.23949999999999996,194.1900024,196.5599976,193.6100006,196.3300018,9367000.0,191.9421844,0.013021725,0.1230416493529193,0.015108045,0.0635130633525684,0.017716484,-0.183430777,1.4e-09,0.733668896,5.177321,0.0151215983474353,0,195.5,195.5,127.13842487307356,1.2646135947446695,1839023126.8606,1.3901702786377704e-09,7.080783710550401e-12,0.00344375,2720000000.0,,1.2646135947446695,252,126,0,191.9421844,0.01310687644821562
2024-03-27,1.0,1.0,0.7651,0.341,196.5,199.6000061,196.3800049,199.5200043,8725800.0,195.0608978,0.006060075,0.1435699893827417,0.010238125,0.1113601228448987,0.025608028,0.285534756,2.22e-09,1.954821649,5.737759,0.0162634532579979,0,198.5000051,198.5000051,127.30683551175152,1.2646135947446695,1740971653.52094,2.197893259070801e-09,1.1015904228660852e-11,0.0032080147058823,2720000000.0,,1.2646135947446695,252,126,0,195.0608978,0.019363463510573276
