date,article_sentiment,reader_sentiment,article_emotion_intensity,reader_emotion_intensity,close,adjusted_close,daily_return
2025-03-10,-0.3333333333333333,-0.6666666666666666,0.2278257142857143,0.20391305555555553,227.55409240722656,227.55409240722656,-0.041522128405313774
2025-03-11,0.5,0.5,0.461025,0.28523333333333334,224.5359649658203,224.5359649658203,-0.013263340639047105
2025-03-13,0.0,0.0,0.716425,0.32040625,220.66534423828125,220.66534423828125,-0.011891176270833026
2025-03-14,0.6666666666666666,0.6666666666666666,0.46877555555555556,0.27734166666666665,227.7696533203125,227.7696533203125,0.032194947088564074
2025-03-17,1.0,1.0,0.2904714285714286,0.276,229.22970581054688,229.22970581054688,0.006410215184290191
2025-03-18,1.0,1.0,0.8,0.39999999999999997,230.2488250732422,230.2488250732422,0.004445842911553477
2025-03-19,0.3333333333333333,0.3333333333333333,0.35588444444444445,0.2847777777777778,234.30564880371094,234.30564880371094,0.017619302635651923
2025-03-20,0.0,0.0,0.24716666666666667,0.1999725,234.2076416015625,234.2076416015625,-0.00041828783321629093
2025-03-21,0.0,0.0,0.11668333333333332,0.21389999999999998,236.77500915527344,236.77500915527344,0.010961929064972953
2025-03-26,1.0,1.0,0.273425,0.33370000000000005,245.98614501953125,245.98614501953125,-0.00039820503901133453
2025-03-27,0.0,0.0,0.21189999999999998,0.19124583333333334,243.1345977783203,243.1345977783203,-0.011592308343156943
2025-03-28,-1.0,-1.0,0.41819999999999996,0.4435,237.9705047607422,237.9705047607422,-0.021239646947681767
2025-04-01,0.0,0.0,0.26692499999999997,0.23934999999999998,238.76422119140625,238.76422119140625,-0.006685722541752703
2025-04-03,-0.5,-0.5,0.45157500000000006,0.27013000000000004,224.0950164794922,224.0950164794922,-0.06968513209436544
2025-04-04,-0.6666666666666666,-0.6666666666666666,0.3888416666666667,0.3040711111111111,207.32411193847656,207.32411193847656,-0.07483836456733695
2025-04-07,-0.6,-0.6,0.3372283333333333,0.286736,211.42564392089844,211.42564392089844,0.01978318847756122
2025-04-10,0.0,0.0,0.19283999999999998,0.32816666666666666,223.9175262451172,223.9175262451172,-0.03085262383184484
2025-04-11,0.2222222222222222,0.2222222222222222,0.43058111111111114,0.2771638888888889,232.87974548339844,232.87974548339844,0.040024643843512786
2025-04-14,0.5,0.5,0.33976249999999997,0.2699,231.42056274414062,231.42056274414062,-0.0062658207403522015
2025-04-15,0.0,0.0,0.71929,0.32585166666666665,229.8529052734375,229.8529052734375,-0.0067740629964517796
2025-04-16,0.0,-0.5,0.21521249999999997,0.20129999999999998,226.38238525390625,226.38238525390625,-0.015098873844568761
2025-04-17,-0.5,-0.5,0.26176,0.3451875,228.69937133789062,228.69937133789062,0.010234833780842445
2025-04-21,0.3333333333333333,0.3333333333333333,0.6310222222222223,0.4235499999999999,225.7711181640625,225.7711181640625,-0.012803940634807387
2025-04-24,-1.0,-1.0,0.5762666666666666,0.39942,241.20111083984375,241.20111083984375,0.015609333244069878
2025-04-28,0.0,0.0,0.6649,0.3765666666666667,239.80108642578125,239.80108642578125,-0.001354965934581731
2025-04-29,0.0,-1.0,0.42163333333333336,0.3639,241.181396484375,241.181396484375,0.005756062573223364
2025-05-01,0.0,0.0,0.2647,0.1996875,243.4194793701172,243.4194793701172,0.009279666335654468
2025-05-02,0.0,0.0,0.24989999999999998,0.23626666666666665,248.96047973632812,248.96047973632812,0.022763175652782852
2025-05-05,1.0,1.0,0.6817500000000001,0.31993333333333335,249.00979614257812,249.00979614257812,0.00019808929635023453
2025-05-13,-1.0,-1.0,0.5382,0.40816666666666673,259.3128967285156,259.3128967285156,0.011382443803424014
2025-05-14,0.0,0.0,0.2872666666666666,0.13848333333333332,261.90594482421875,261.90594482421875,0.009999688131276718
2025-05-15,1.0,1.0,0.7132000000000001,0.41009999999999996,263.7298889160156,263.7298889160156,0.00696411871452951
2025-05-19,0.0,0.0,0.4007833333333333,0.2647,261.1565856933594,261.1565856933594,-0.010016470073505146
2025-05-22,0.5,0.0,0.409325,0.29083333333333333,257.00579833984375,257.00579833984375,-0.0014174389815877486
2025-06-03,1.0,1.0,0.4111,0.3316,262.5270690917969,262.5270690917969,0.006083289904931455
2025-06-06,0.0,0.0,0.21552499999999997,0.16605999999999999,261.99468994140625,261.99468994140625,0.014430363802371282
2025-06-16,0.0,0.0,0.9,0.27776666666666666,266.5595397949219,266.5595397949219,0.020418837219055908
2025-06-17,-1.0,-1.0,0.475,0.38238,265.7313537597656,265.7313537597656,-0.0031069457720155347
2025-06-25,0.0,0.0,0.27588,0.1784714285714286,280.0670166015625,280.0670166015625,0.009955237144091189
2025-06-27,1.0,1.0,0.656825,0.4597416666666667,283.0741271972656,283.0741271972656,-0.005679641993032947
2025-07-01,0.3333333333333333,0.3333333333333333,0.44612777777777773,0.22413333333333332,286.3277282714844,286.3277282714844,0.0017245992359362639
2025-07-14,0.0,0.0,0.3821,0.3634,286.0130615234375,286.0130615234375,0.006414281946629075
2025-07-15,0.2857142857142857,0.2857142857142857,0.37251964285714284,0.2625732142857143,283.8830871582031,283.8830871582031,-0.007447122707925136
2025-07-18,0.0,0.0,0.16165999999999997,0.17046,288.55914306640625,288.55914306640625,0.004725730398111416
2025-07-29,1.0,1.0,0.4702666666666666,0.3766666666666667,294.27545166015625,294.27545166015625,-0.004157151779931034
2025-07-30,1.0,1.0,0.6333500000000001,0.35000000000000003,296.8413391113281,296.8413391113281,0.00871933909776157
2025-08-04,1.0,1.0,0.75,0.31585,291.5213317871094,291.5213317871094,0.01689875702416055
2025-08-26,0.0,0.0,0.175,0.18037499999999998,295.7912292480469,295.7912292480469,0.012444968306277726
2025-09-09,0.3333333333333333,-0.3333333333333333,0.545475,0.46926111111111113,295.0779113769531,295.0779113769531,0.01686521019701237
2025-09-16,0.0,0.0,0.8826499999999999,0.3672083333333333,306.3123474121094,306.3123474121094,0.0009387874484099168
2025-09-18,0.0,0.0,0.9,0.2833333333333333,310.3147888183594,310.3147888183594,0.004747464736641005
2025-09-29,-1.0,-1.0,0.25125000000000003,0.37813333333333327,312.75189208984375,312.75189208984375,-0.0011705351831102773
2025-10-01,0.0,0.0,0.44426666666666664,0.324175,307.8182373046875,307.8182373046875,-0.014963652168257346
2025-10-10,0.0,0.0,0.2298,0.22219999999999998,299.53887939453125,299.53887939453125,-0.0151866474693102
2025-10-13,0.5,0.75,0.3448658333333333,0.33619875,306.5870666503906,306.5870666503906,0.02353012493772466
2025-10-14,0.2777777777777778,0.2777777777777778,0.4585601851851852,0.3444689814814815,300.7235107421875,300.7235107421875,-0.019125255257063656
2025-10-15,0.75,0.75,0.5141583333333333,0.31390625,304.3172912597656,304.3172912597656,0.011950447468203063
2025-10-29,0.0,-1.0,0.5658000000000001,0.49849999999999994,304.13812255859375,304.13812255859375,0.0004913110032782608
2025-11-18,0.0,0.0,0.21625999999999998,0.2977,298.06549072265625,298.06549072265625,-0.0031960561426512824
2025-11-26,-1.0,-1.0,0.49934999999999996,0.41875999999999997,306.258544921875,306.258544921875,0.015313555006774004
2025-12-01,1.0,1.0,0.5,0.33964000000000005,307.5328063964844,307.5328063964844,-0.01328726496599364
2025-12-04,0.0,0.0,0.22970000000000002,0.19105,314.6805725097656,314.6805725097656,0.012719078903172587
2025-12-05,1.0,1.0,0.5436333333333333,0.40355,313.6253356933594,313.6253356933594,-0.0033533586391752968
2025-12-09,0.5,1.0,0.3163166666666667,0.2621,299.16058349609375,299.16058349609375,-0.046635519653933644
2025-12-12,0.0,-1.0,0.2814,0.33830000000000005,317.0896911621094,317.0896911621094,0.0035919305003753177
2025-12-16,0.16666666666666666,0.16666666666666666,0.6505666666666666,0.3970311111111111,314.1330261230469,314.1330261230469,-0.013967855779194904
2025-12-23,0.0,0.0,0.19083999999999998,0.23737499999999997,324.4664001464844,324.4664001464844,0.008790098782937239
2025-12-29,0.0,0.0,0.22060000000000005,0.2943,322.29620361328125,322.29620361328125,-0.012686430073560073
