symbol,date,open,high,low,close,volume,adjusted,channel_classification,v2tone1,amihud_ratio,amihud_zscore,illiq,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg
GS,3/18/2021,350.75,356.8500061,346.9899902,348.0,3713000,316.5693054,Casual Investors,-0.4507205,2.38e-09,-0.691395339,15.57398,0.008802826,,0.02822187,,0.03025744,0.420211056
GS,3/19/2021,346.4200134,347.2399902,340.6300049,344.2000122,3513000,313.1124878,Casual Investors,-1.538204172,3.11e-09,-0.48984322,15.26971,-0.01097968,,0.019142177,,0.03025744,0.241901144
GS,3/22/2021,341.0599976,342.8800049,336.0,339.3299866,2094500,308.682312,Casual Investors,-1.421067929,6.76e-09,0.521115877,15.69923,-0.01424988,,0.02022371,,0.030198595,-0.381507286
GS,3/23/2021,337.6199951,341.8900146,331.3299866,331.769989,2457500,301.8050842,Casual Investors,-0.787541542,9.07e-09,1.161644373,16.54192,-0.022531239,,0.031551198,,0.030198595,-0.202080965
GS,3/24/2021,333.4200134,336.9400024,328.4400024,328.6499939,3332200,298.9669189,Casual Investors,-0.486438361,2.82e-09,-0.569180471,16.152,-0.009448464,,0.025677043,,0.030198595,0.123693723
GS,3/25/2021,327.3500061,331.3900146,321.9200134,330.5499878,2804700,300.695282,Casual Investors,-0.390336128,2.06e-09,-0.780117767,15.63573,0.005764471,,0.028788574,,0.030198595,-0.015776769
GS,3/26/2021,334.5100098,335.4500122,322.6900024,327.3900146,3082600,297.8207092,Casual Investors,-0.410952298,3.1e-09,-0.491825003,15.35581,-0.009605741,,0.038555701,,0.030198595,0.142861938
GS,3/29/2021,320.3500061,327.7600098,317.7200012,325.730011,4533200,296.3106689,Casual Investors,-1.54049056,1.12e-09,-1.04145741,14.71426,-0.005083197,,0.031079768,,0.030198595,0.440101358
GS,3/30/2021,329.4100037,335.75,328.8500061,332.0100098,2717300,302.023468,Casual Investors,-2.166496729,7.1e-09,0.615356699,15.21268,0.019096262,,0.020864182,,0.030198595,-0.235302067
GS,3/31/2021,330.230011,332.6499939,325.4400024,327.0,2624500,297.4659119,Casual Investors,-0.623137353,5.75e-09,0.2423693,15.46738,-0.015205087,,0.021940542,,0.030198595,-0.224308809
GS,4/1/2021,324.2999878,329.6600037,324.1600037,327.6400146,2659000,298.0481567,Casual Investors,-0.247728316,7.36e-10,-1.14745177,14.74493,0.001955437,,0.016872718,,0.030198595,-0.197438015
GS,4/5/2021,332.8500061,332.8500061,323.0499878,323.5400085,3235000,294.3184509,Casual Investors,-0.9521676,3.87e-09,-0.279190895,14.67419,-0.012592726,,0.029860352,,0.030198595,0.031878337
GS,4/6/2021,324.4899902,328.5400085,324.0,327.0599976,1801700,297.5205994,Casual Investors,-0.182327472,6.04e-09,0.322477492,15.00033,0.010821117,,0.013936025,,0.030198595,-0.444080084
GS,4/7/2021,327.7000122,329.2000122,323.3500061,326.5499878,2157300,297.0566101,Casual Investors,-0.213511079,7.23e-10,-1.151116244,14.30381,-0.001560737,,0.017883091,,0.030198595,-0.178951339
GS,4/8/2021,324.2900085,331.4899902,322.9700012,331.1400146,2402800,301.2319946,Casual Investors,0.226083465,5.85e-09,0.270114581,14.60211,0.013957987,,0.025998165,,0.030198595,-0.024846892
GS,4/9/2021,334.0,334.8999939,328.7900085,330.8099976,2347100,300.9317932,Casual Investors,-0.216943654,4.25e-10,-1.233809474,13.87133,-0.000997076,,0.018381148,,0.030198595,-0.021954825
GS,4/12/2021,332.6700134,334.480011,329.9400024,331.8399963,2318800,301.8688354,Casual Investors,-0.0702592,1.34e-09,-0.979259534,13.3555,0.003108965,,0.013664229,,0.030198595,0.06299868
GS,4/13/2021,329.5100098,330.0499878,324.1799927,327.6799927,3575900,298.0845642,Casual Investors,0.141993247,3.51e-09,-0.379683687,13.28952,-0.012615385,,0.017863921,,0.030198595,0.438485669
GS,4/14/2021,328.5499878,344.4700012,326.1499939,335.3500061,9876800,305.0618286,Casual Investors,0.438314182,2.37e-09,-0.69455034,12.99161,0.023137254,,0.055189057,,0.030198595,1.311430212
GS,4/15/2021,338.8999939,341.3500061,334.5400085,338.5499878,4354800,307.9727478,Casual Investors,0.322937857,2.19e-09,-0.744098317,12.67795,0.009496825,,0.020104798,,0.030198595,-0.039365989
GS,4/16/2021,340.2900085,343.7399902,338.6199951,342.3099976,4231900,311.3931274,Casual Investors,0.212368538,2.62e-09,-0.624004756,12.45738,0.011044891,,0.015001451,,0.030198595,-0.173081992
GS,4/19/2021,340.0,344.4299927,336.6000061,343.0899963,3228200,312.1026917,Casual Investors,0.113232854,7.06e-10,-1.155839255,11.90295,0.002276084,,0.022925198,,0.030198595,-0.534612693
GS,4/20/2021,339.9700012,340.4700012,329.3500061,331.8800049,3662300,301.9052124,Casual Investors,0.183007949,8.92e-09,1.12165116,12.953,-0.033219172,,0.033102612,,0.033113966,-0.392543972
GS,4/21/2021,330.0,335.4700012,327.5599976,335.269989,2733300,304.9890442,Casual Investors,0.375458873,3.74e-09,-0.315550186,12.92979,0.010162753,,0.02377983,,0.033113966,-0.347563942
GS,4/22/2021,334.6199951,336.9700012,330.2900085,330.8500061,2165200,300.9682312,Casual Investors,0.166404981,6.09e-09,0.336373007,13.37113,-0.01327114,,0.020076014,,0.033113966,-0.469889603
GS,4/23/2021,331.25,340.6700134,330.7200012,339.3500061,2163800,308.700531,Casual Investors,-0.067091728,1.19e-08,1.939900785,14.78021,0.025366937,,0.029674954,,0.032936782,-0.309006597
GS,4/26/2021,341.9400024,345.8999939,340.8900146,343.519989,2171500,312.4938965,Casual Investors,0.051841058,5.66e-09,0.217183622,14.98189,0.012213286,,0.01461786,,0.032936782,-0.210827634
GS,4/27/2021,344.0,347.5499878,343.6600037,346.6300049,2088600,315.3230896,Casual Investors,0.237930938,4.33e-09,-0.149865153,14.92253,0.009012857,,0.011265031,,0.032936782,-0.100082319
GS,4/28/2021,348.0,350.1199951,346.0899963,348.1099854,2140900,316.669342,Casual Investors,0.025154829,1.99e-09,-0.798690735,14.44921,0.00426035,,0.011578627,,0.032936782,-0.002973295
GS,4/29/2021,350.5499878,353.8299866,347.480011,352.9700012,2584400,321.0903625,Casual Investors,-0.240227588,5.4e-09,0.145991905,14.5925,0.013864442,,0.018052012,,0.032936782,0.188126953
GS,4/30/2021,351.1199951,352.8200073,347.2000122,348.4500122,2101100,316.9786377,Casual Investors,0.051698068,6.09e-09,0.338000039,14.87658,-0.012888204,,0.016066998,,0.032936782,-0.06684566
GS,5/3/2021,350.3399963,354.0599976,349.2600098,350.1600037,1871700,318.5341797,Casual Investors,0.469074881,2.62e-09,-0.624693124,14.51399,0.004895401,,0.013704462,,0.032936782,-0.174593781
GS,5/4/2021,348.8999939,351.7799988,342.5700073,349.8399963,2831400,318.2430115,Casual Investors,0.162326359,3.23e-10,-1.262018691,13.76579,-0.000914506,,0.026361713,,0.032936782,0.263961039
GS,5/5/2021,352.0,359.1400146,348.5499878,357.6199951,2786800,325.3203735,Casual Investors,0.983222718,7.98e-09,0.860655831,14.82675,0.021995184,,0.029847036,,0.032936782,0.171692158
GS,5/6/2021,359.769989,366.2999878,356.5,365.9700012,3048700,332.9162903,Casual Investors,0.764882222,7.66e-09,0.771564124,15.28931,0.023080616,,0.027006884,,0.032936782,0.240184473
GS,5/7/2021,362.2999878,371.6499939,360.9299927,370.8900146,3378100,337.3919373,Casual Investors,-0.177604268,3.98e-09,-0.248299193,15.10026,0.013354195,,0.029242082,,0.032936782,0.248563075
GS,5/10/2021,373.5,376.980011,368.5,368.6799927,3396300,335.3815002,Casual Investors,-2.249521141,1.75e-09,-0.865149653,14.55701,-0.005976583,,0.022851629,,0.032936782,0.120331329
GS,5/11/2021,363.0,368.6300049,358.6199951,359.9200134,3734300,327.4127502,Casual Investors,-0.532092239,6.36e-09,0.412303484,14.86082,-0.024047082,,0.027693271,,0.032936782,0.169372526
GS,5/12/2021,363.0700073,368.1300049,353.269989,354.3999939,3309800,322.3912354,Casual Investors,-0.091965457,4.63e-09,-0.066969361,14.85498,-0.015455783,,0.041423379,,0.032936782,-0.023750398
GS,5/13/2021,353.25,360.8900146,353.25,358.8099976,2673900,326.4028931,Casual Investors,-0.403189408,4.65e-09,-0.061461847,14.83021,0.012366662,,0.021458907,,0.032936782,-0.256175832
GS,5/14/2021,362.0,369.5100098,361.7000122,368.769989,2732300,335.4633179,Casual Investors,0.116706348,1.02e-08,1.464779359,15.6958,0.027380128,,0.021374708,,0.032936782,-0.182265131
GS,5/17/2021,367.7799988,370.7000122,364.5,369.25,1826100,335.8999939,Casual Investors,-0.299573927,7.13e-10,-1.153907021,14.93971,0.001300864,,0.016824314,,0.032936782,-0.533267813
GS,5/18/2021,371.3800049,373.0799866,364.0,364.5599976,2018600,331.633606,Casual Investors,-0.147329205,6.29e-09,0.392748436,15.18881,-0.012782715,,0.024675888,,0.032936782,-0.266678201
GS,5/19/2021,360.0,360.0,353.9299927,358.3800049,3696000,326.0117188,Casual Investors,-0.951432569,4.59e-09,-0.080051901,15.14512,-0.017097435,,0.016899154,,0.032936782,0.468824671
GS,5/20/2021,358.980011,361.9500122,353.3500061,359.7799988,1919600,327.2853699,Casual Investors,-0.731992886,2.04e-09,-0.78733296,14.6527,0.003899153,,0.023930119,,0.032936782,-0.291107902
GS,5/21/2021,361.4899902,367.1400146,360.5100098,366.2600098,2657500,333.1800842,Casual Investors,0.712161303,6.78e-09,0.527260437,14.9783,0.017850656,,0.018220556,,0.032936782,0.116576097
GS,5/24/2021,367.3200073,369.7200012,365.5100098,368.2900085,1834300,335.0267334,Casual Investors,-0.528033314,3.02e-09,-0.513894359,14.65341,0.005527193,,0.011446259,,0.032879804,-0.338380447
GS,5/25/2021,369.9100037,373.769989,364.0899963,364.5100098,2631000,331.5881653,Casual Investors,-0.021935007,3.9e-09,-0.270107112,14.50841,-0.010316597,,0.026360917,,0.032879804,0.040390534
GS,5/26/2021,365.0,368.7900085,361.9100037,367.3999939,2121200,334.217041,Casual Investors,-0.010791512,3.74e-09,-0.315415047,14.33266,0.007896872,,0.018787561,,0.032879804,-0.063648298
GS,5/27/2021,371.3299866,373.5499878,367.2999878,371.3699951,3897000,337.8285522,Casual Investors,-0.442167121,2.77e-09,-0.582840605,13.99926,0.01074792,,0.016830484,,0.032879804,0.522526695
GS,5/28/2021,372.0,373.0700073,368.2600098,372.019989,2169700,339.5627747,Casual Investors,0.012035425,2.37e-09,-0.695639619,13.61567,0.005120308,,0.012929754,,0.032879804,-0.188919322
GS,6/1/2021,377.7000122,383.3599854,376.3099976,382.4400024,3644000,349.0737,Casual Investors,-0.240735453,7.69e-09,0.779253482,14.09178,0.027624241,,0.018549182,,0.032879804,0.298081736
GS,6/2/2021,383.3299866,384.6700134,379.3699951,383.4400024,2809700,349.9864807,Casual Investors,-0.129676426,9.31e-10,-1.093524686,13.46149,0.002611453,,0.013824272,,0.032879804,-0.051427197
GS,6/3/2021,382.25,391.25,380.1300049,388.7200012,3003900,354.8058167,Casual Investors,-0.576736415,4.58e-09,-0.08075777,13.44385,0.013676117,,0.028846765,,0.032879804,-0.041153509
GS,6/4/2021,389.6799927,392.0499878,386.3200073,391.4500122,2514100,357.2975769,Casual Investors,-1.273257313,2.79e-09,-0.577150545,13.14237,0.006998339,,0.014671003,,0.032879804,-0.145146534
GS,6/7/2021,393.0,393.2600098,387.5499878,388.1600037,2188700,354.2945862,Casual Investors,0.354002092,3.84e-09,-0.287004615,13.03387,-0.008440252,,0.01461934,,0.032879804,-0.31294341
GS,6/8/2021,385.7900085,386.480011,382.2200012,384.7000122,2452600,351.1365662,Casual Investors,0.144891144,3.63e-09,-0.344036256,12.90429,-0.008953506,,0.011057923,,0.032879804,-0.069492896
GS,6/9/2021,383.1600037,384.269989,378.8800049,382.7799988,2025900,349.3839722,Casual Investors,-0.284519004,2.46e-09,-0.668547879,12.59389,-0.005003701,,0.014074168,,0.032879804,-0.226081135
GS,6/10/2021,389.6400146,389.6400146,372.3500061,373.9400024,3900800,341.3152771,Casual Investors,0.40020687,5.92e-09,0.289674243,12.89501,-0.023364908,,0.045286697,,0.032879804,0.530307215
GS,6/11/2021,375.7000122,378.75,375.1099854,378.0499878,2117300,345.0666809,Casual Investors,0.139664437,5.19e-09,0.08750809,13.03184,0.01093106,,0.009658414,,0.032879804,-0.221394514
GS,6/14/2021,377.4299927,378.75,370.7000122,372.9200134,2560500,340.3842468,Casual Investors,-0.374400529,5.3e-09,0.117600462,13.20135,-0.013662559,,0.021456621,,0.032879804,-0.024554482
GS,6/15/2021,373.5,374.8399963,367.1600037,371.2999878,2302900,338.9055786,Casual Investors,0.439032865,1.89e-09,-0.828590468,12.78928,-0.004353578,,0.020622967,,0.032879804,-0.14081488
GS,6/16/2021,370.9899902,374.0799866,365.25,371.0,3264200,338.6317139,Casual Investors,-0.429436007,2.48e-10,-1.282887031,12.12751,-0.000808412,,0.023800824,,0.032879804,0.182244971
