symbol,date,open,high,low,close,volume,adjusted,channel_classification,v2tone1,amihud_ratio,amihud_zscore,illiq,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg
STT,6/4/2019,56.88000107,57.68000031,56.70999908,57.63000107,2213400,47.76110077,Casual Investors,-1.458581848,1.32e-08,1.158938455,117.4321,0.028691553,,0.016941773,,0.046228413,-0.086537823
STT,6/5/2019,57.58000183,57.68000031,55.5,55.68000031,3574600,46.14503479,Casual Investors,-0.655240846,9.47e-09,0.512793576,123.3988,-0.03442215,,0.038495502,,0.046228413,0.350884895
STT,6/6/2019,55.56999969,56.33000183,55.15000153,56.22000122,2497600,46.592556,Casual Investors,-3.110993789,3.88e-09,-0.466225981,120.7806,0.009651419,,0.021111017,,0.046228413,-0.101095347
STT,6/7/2019,56.15000153,57.22999954,55.81999969,56.61999893,3671700,46.92405319,Casual Investors,-3.616995789,1.94e-09,-0.807349738,115.6199,0.007089619,,0.025006648,,0.046228413,0.245802816
STT,6/10/2019,57.25,57.81999969,56.38999939,57.22000122,3535500,47.42131805,Casual Investors,-1.280821392,3e-09,-0.621528959,112.2285,0.01054147,,0.024984717,,0.046228413,0.167807123
STT,6/11/2019,57.47999954,57.81999969,53.52999878,55.11000061,7511100,45.67264938,Casual Investors,-0.997122145,4.91e-09,-0.28622689,112.0966,-0.037572239,,0.076205718,,0.046228413,0.816462325
STT,6/12/2019,54.97999954,55.65999985,54.36999893,54.88999939,3819600,45.49031067,Casual Investors,-5.348685029,1.05e-09,-0.963866521,106.3453,-0.004000286,,0.023482314,,0.046228413,-0.119393309
STT,6/13/2019,54.97999954,55.75,54.77999878,55.02999878,2480600,45.60633087,Casual Investors,-1.064198139,1.03e-09,-0.966858118,100.9482,0.002547191,,0.017634783,,0.046228413,-0.625022458
STT,6/14/2019,55.04000092,55.50999832,54.72000122,55.36000061,2531700,45.87983322,Casual Investors,0.520923855,2.37e-09,-0.731762717,97.79087,0.005979115,,0.014311541,,0.046228413,-0.538222676
STT,6/17/2019,55.5,55.52000046,54.43999863,54.52999878,1984900,45.19197845,Casual Investors,-0.52737597,7.55e-09,0.177410367,102.4579,-0.015106054,,0.019631043,,0.046228413,-0.721936775
