symbol,date,open,high,low,close,volume,adjusted,channel_classification,v2tone1,amihud_ratio,amihud_zscore,illiq,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg,hl_spread,zero_return_flag,typical_price,vwap_proxy,vwap_cum,rolls_measure,dollar_volume,kyle_lambda_proxy,amihud_impact_proxy,turnover_ratio,shares_outstanding,shares_outstanding_source,shares_outstanding_asof,shares_outstanding_confidence,external_identity_status,rolls_measure_rolling,rolls_measure_strict,rolls_measure_window,rolls_measure_min_periods,volume_zero_flag
STT,2019-01-02,61.99000168,64.11000061,61.86000061,63.93000031,2420500,52.60649872,Casual Investors,-0.82861742,0.0,-1.1471583,86.1503,,,0.035736975,,,,0.035722790794778,0,63.30000051,63.30000051,63.30000051,0.6752363346993832,154742565.750355,,,0.008665998353084386,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-02,61.99000168,64.11000061,61.86000061,63.93000031,2420500,52.60649872,Mixed Investors,-8.275862069,0.0,-1.1471583,86.1503,,,0.035736975,,,,0.035722790794778,0,63.30000051,63.30000051,63.30000051,0.6752363346993832,154742565.750355,,,0.008665998353084386,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-03,63.36999893,63.36999893,61.68000031,61.84999847,3935400,50.89490891,Casual Investors,-2.00783056,8.27e-09,0.302646731,91.40123,-0.033076765,,0.026992472,,,0.486038398147997,0.0270291664177702,0,62.29999923666667,62.29999923666667,62.68082698444484,0.6752363346993832,243404483.978838,8.404930883772933e-09,1.3589217609843108e-10,0.01408972109842111,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-03,63.36999893,63.36999893,61.68000031,61.84999847,3935400,50.89490891,Mixed Investors,-5.548661359,8.27e-09,0.302646731,91.40123,-0.033076765,,0.026992472,,,0.486038398147997,0.0270291664177702,0,62.29999923666667,62.29999923666667,62.68082698444484,0.6752363346993832,243404483.978838,8.404930883772933e-09,1.3589217609843108e-10,0.01408972109842111,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-04,63.09999847,64.23999786,62.52999878,64.19000244,4080600,52.82044983,Casual Investors,-1.439950837,9.27e-09,0.478736998,96.76496,0.037135526,,0.026867768,,,0.0362315078819026,0.0269779778389682,0,63.653333026666665,63.653333026666665,63.06107018435768,0.6752363346993832,261933723.956664,9.100506298093418e-09,1.4177451241881303e-10,0.014609573592066162,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-04,63.09999847,64.23999786,62.52999878,64.19000244,4080600,52.82044983,Mixed Investors,-7.792207792,9.27e-09,0.478736998,96.76496,0.037135526,,0.026867768,,,0.0362315078819026,0.0269779778389682,0,63.653333026666665,63.653333026666665,63.06107018435768,0.6752363346993832,261933723.956664,9.100506298093418e-09,1.4177451241881303e-10,0.014609573592066162,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-07,63.81999969,65.58999634,63.15000153,64.98999786,4119900,53.47874069,Casual Investors,-0.761918108,3.03e-09,-0.616680462,94.21029,0.012385782,,0.037885178,,,0.0095848547946975,0.0379057767651025,0,64.57666524333332,64.57666524333332,63.490029273382014,0.6752363346993832,267752292.183414,3.006330736182917e-09,4.625836028890303e-11,0.014750277469478358,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-07,63.81999969,65.58999634,63.15000153,64.98999786,4119900,53.47874069,Mixed Investors,0.261437908,3.03e-09,-0.616680462,94.21029,0.012385782,,0.037885178,,,0.0095848547946975,0.0379057767651025,0,64.57666524333332,64.57666524333332,63.490029273382014,0.6752363346993832,267752292.183414,3.006330736182917e-09,4.625836028890303e-11,0.014750277469478358,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-07,63.81999969,65.58999634,63.15000153,64.98999786,4119900,53.47874069,Professional Investors,-1.179245283,3.03e-09,-0.616680462,94.21029,-0.019793695,,0.014992981,,0.095610346,-0.0062381,0.0379057767651025,0,64.57666524333332,64.57666524333332,63.490029273382014,0.6752363346993832,267752292.183414,3.006330736182917e-09,4.625836028890303e-11,0.014750277469478358,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-08,66.0,66.34999847,64.23000336,65.26999664,2784000,53.70913696,Casual Investors,-0.0283422,1.55e-09,-0.875787428,90.05001,0.004298931,,0.032299766,,,-0.267847656,0.0324704408070079,0,65.28333282333334,65.28333282333334,63.777944032157166,0.6752363346993832,181711670.64576,1.54415625e-09,2.3657979615302763e-11,0.009967419712863843,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-08,66.0,66.34999847,64.23000336,65.26999664,2784000,53.70913696,Mixed Investors,0.271370421,1.55e-09,-0.875787428,90.05001,0.004298931,,0.032299766,,,-0.267847656,0.0324704408070079,0,65.28333282333334,65.28333282333334,63.777944032157166,0.6752363346993832,181711670.64576,1.54415625e-09,2.3657979615302763e-11,0.009967419712863843,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
STT,2019-01-08,66.0,66.34999847,64.23000336,65.26999664,2784000,53.70913696,Professional Investors,0.1953125,1.55e-09,-0.875787428,90.05001,0.010683975,,0.02094013,,0.095610346,0.442363459,0.0324704408070079,0,65.28333282333334,65.28333282333334,63.777944032157166,0.6752363346993832,181711670.64576,1.54415625e-09,2.3657979615302763e-11,0.009967419712863843,279310000.0,Yahoo Finance Key Statistics,2026-01-07,low,ticker_match_ok (SEC validation recommended),,0.6752363346993832,252,126,0
